identificador,país,mulher_casa_filhos,casa_realização,trab_homem_mulher,homem_domésticas,homem_cuidado,lavar_roupa,pequenos_reparos,doença_parentes,compras,limpeza,comida,horas_trab_dom,divisão_tar_dom,conflito_tar_dom,decisões_crianças,sobrecarga_tar_dom,stress_casa,cansaço_tar_dom,cansaço_dom_trab,concentração_trab,familia_satisfação,filhos_maiores,crianças_pequenas,idade,sexo,status_marital,anos_escolaridade,emprego_status,horas_trab,rendimento,renda_familiar,identidade_etnica
35000596,Brazil (BR),Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,"Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Usually me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman",15,I do a bit more than my fair share,Never,"Sometimes me,sometimes spouse",Agree,Agree,Several times a month,Once or twice a year,Several times a month,Neither satisfied nor dissatisfied,2 children,1 child,36,Female,"Marr,liv as mar",14,"Oth,not i labour force",NA,800,1000,"Other,mixed origin,one-non-swedish"
35000599,Brazil (BR),Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,About equal o both together,"Always me,PL:the woman","Always me,PL:the woman",About equal o both together,About equal o both together,About equal o both together,5,I do much more than my fair share,Never,"Mostly my spouse,partner",Strongly agree,Strongly disagree,Several times a month,Never,Never,Very satisfied,10 children,NA,37,Male,"Marr,liv as mar",4,Employed-full time,44,240,800,"Europe,White/European"
35000601,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",21,I do roughly my fair share,Never,Mostly me,Strongly agree,Agree,NA,NA,NA,Fairly satisfied,2 children,NA,38,Female,"Marr,liv as mar",11,"Housewife,home duties",NA,NA,2000,"Europe,White/European"
35000604,Brazil (BR),Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,Strongly agree,Strongly agree,Never,Never,Never,Fairly satisfied,NA,NA,28,Male,"Marr,liv as mar",15,"Oth,not i labour force",NA,NA,480,"Other,mixed origin,one-non-swedish"
35000605,Brazil (BR),NA,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,I do much less than my fair share,Never,We decide together,Strongly agree,Strongly agree,Once or twice a year,Never,Never,Very satisfied,NA,NA,64,Male,"Marr,liv as mar",2,Employed-full time,44,400,400,"Other,mixed origin,one-non-swedish"
35000607,Brazil (BR),Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Done by a third person,Done by a third person,About equal o both together,Done by a third person,"Always me,PL:the woman",Done by a third person,14,NA,NA,"Sometimes me,sometimes spouse",Strongly disagree,Strongly disagree,Never,Never,Never,Fairly satisfied,NA,1 child,22,Female,"Marr,liv as mar",8,Employed-part time,12,50,320,"Other,mixed origin,one-non-swedish"
35000608,Brazil (BR),Strongly agree,NA,Strongly agree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,NA,NA,"Mostly my spouse,partner",Strongly disagree,Strongly agree,Several times a week,Never,Never,Fairly satisfied,NA,NA,56,Male,"Marr,liv as mar",1,Employed-full time,40,240,240,"Other,mixed origin,one-non-swedish"
35000609,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",Done by a third person,95,I do much more than my fair share,Never,"Mostly my spouse,partner",Strongly agree,Strongly disagree,NA,NA,NA,Fairly satisfied,5 children,2 children,33,Female,"Marr,liv as mar",5,"Housewife,home duties",NA,NA,240,"Other,mixed origin,one-non-swedish"
35000611,Brazil (BR),Strongly agree,NA,Strongly agree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,NA,NA,"Sometimes me,sometimes spouse",Strongly disagree,Agree,Several times a week,Never,Never,Fairly satisfied,3 children,1 child,44,Male,"Marr,liv as mar",97,Employed-full time,50,240,240,"Black/African/Carribean,No-Spanish"
35000613,Brazil (BR),Agree,Agree,Agree,Disagree,Agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man",About equal o both together,"Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",50,I do a bit more than my fair share,"Less often, rarely","Mostly my spouse,partner",Disagree,NA,NA,NA,NA,Fairly satisfied,NA,2 children,28,Female,"Marr,liv as mar",4,"Housewife,home duties",NA,NA,300,"Other,mixed origin,one-non-swedish"
35000614,Brazil (BR),NA,NA,Strongly agree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",14,I do roughly my fair share,Never,NA,Strongly agree,Strongly agree,Several times a week,Several times a week,Several times a week,Fairly satisfied,NA,NA,47,Male,"Marr,liv as mar",1,Employed-full time,44,500,740,"Europe,White/European"
35000619,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,"Always me,PL:the woman","Always me,PL:the woman",Done by a third person,About equal o both together,"Always me,PL:the woman","Always me,PL:the woman",35,I do roughly my fair share,Never,We decide together,Strongly agree,Strongly agree,NA,NA,NA,Fairly satisfied,NA,NA,77,Female,"Marr,liv as mar",1,Retired,NA,240,480,"Europe,White/European"
35000624,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",14,I do much more than my fair share,Never,We decide together,Strongly agree,Strongly disagree,Several times a week,Never,Never,Very satisfied,3 children,5 children,35,Female,"Marr,liv as mar",3,Employed-full time,NA,240,240,"American Indian,Navajo,Ind.Dialect"
35000625,Brazil (BR),Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman",NA,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,I do much less than my fair share,Several times a year,We decide together,Strongly agree,Strongly disagree,Several times a week,Never,Never,Neither satisfied nor dissatisfied,NA,2 children,29,Male,"Marr,liv as mar",11,Employed-full time,48,240,240,"American Indian,Navajo,Ind.Dialect"
35000626,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man",NA,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",95,NA,NA,"Mostly my spouse,partner",Strongly agree,Strongly disagree,NA,NA,NA,Fairly satisfied,NA,1 child,21,Female,"Marr,liv as mar",11,"Housewife,home duties",NA,NA,240,"Other,mixed origin,one-non-swedish"
35000628,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,"Always me,PL:the woman",NA,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",95,I do roughly my fair share,Never,"Mostly my spouse,partner",Strongly agree,Disagree,Several times a month,NA,NA,Fairly satisfied,2 children,1 child,36,Female,"Marr,liv as mar",6,"Housewife,home duties",NA,50,290,"Black/African/Carribean,No-Spanish"
35000631,Brazil (BR),Agree,Agree,Agree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",2,I do roughly my fair share,Never,NA,Strongly disagree,Agree,Several times a week,Never,Never,Fairly satisfied,NA,NA,47,Male,"Marr,liv as mar",1,Employed-full time,96,NA,100,"Other,mixed origin,one-non-swedish"
35000633,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",50,I do a bit more than my fair share,Never,"Mostly my spouse,partner",Strongly agree,Strongly agree,NA,NA,NA,Very satisfied,1 child,NA,49,Female,"Marr,liv as mar",1,"Housewife,home duties",NA,240,240,"Europe,White/European"
35000634,Brazil (BR),Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",5,I do much more than my fair share,NA,Mostly me,Agree,Strongly disagree,NA,NA,NA,Very satisfied,NA,2 children,35,Female,"Marr,liv as mar",4,Employed-full time,NA,NA,700,"Europe,White/European"
35000635,Brazil (BR),Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",NA,30,I do much more than my fair share,Never,"Sometimes me,sometimes spouse",Strongly agree,Strongly agree,Once or twice a year,Never,Several times a week,Very satisfied,NA,NA,56,Female,"Marr,liv as mar",2,Employed-full time,25,300,300,"Other,mixed origin,one-non-swedish"
35000636,Brazil (BR),Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,About equal o both together,About equal o both together,About equal o both together,About equal o both together,About equal o both together,About equal o both together,25,I do roughly my fair share,"Less often, rarely",We decide together,Neither agree nor disagree,Strongly agree,Once or twice a year,Never,Never,Very satisfied,NA,NA,24,Female,"Marr,liv as mar",9,Employed-full time,25,240,900,"Europe,White/European"
35000638,Brazil (BR),Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",20,I do roughly my fair share,Never,Mostly me,Strongly agree,Strongly agree,Once or twice a year,Several times a month,Never,Very satisfied,NA,1 child,33,Male,"Marr,liv as mar",11,Employed-part time,40,300,700,"Black/African/Carribean,No-Spanish"
35000640,Brazil (BR),Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Done by a third person,"Usually my spouse,partner,PL:the man",NA,"Usually my spouse,partner,PL:the man",Done by a third person,Done by a third person,96,NA,Never,"Mostly my spouse,partner",Strongly agree,Strongly disagree,Several times a week,Several times a month,Several times a month,Fairly satisfied,5 children,NA,38,Female,"Marr,liv as mar",2,Employed-part time,50,240,480,"Europe,White/European"
35000641,Brazil (BR),Agree,Agree,Strongly agree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,NA,Never,We decide together,Strongly disagree,Agree,Several times a week,Never,Never,Fairly satisfied,2 children,2 children,42,Male,"Marr,liv as mar",1,Employed-full time,48,240,240,"Asia,other Asian"
35000648,Brazil (BR),Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",60,I do much more than my fair share,"Less often, rarely",We decide together,Agree,Agree,Never,Never,Never,Very satisfied,NA,3 children,22,Female,"Marr,liv as mar",11,"Housewife,home duties",NA,NA,1500,"Europe,White/European"
35000649,Brazil (BR),Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",About equal o both together,"Always me,PL:the woman",50,I do roughly my fair share,"Less often, rarely","Sometimes me,sometimes spouse",Neither agree nor disagree,Neither agree nor disagree,Never,Never,Never,Very satisfied,2 children,1 child,35,Female,"Marr,liv as mar",4,"Housewife,home duties",NA,NA,400,"Europe,White/European"
35000650,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,About equal o both together,About equal o both together,About equal o both together,About equal o both together,About equal o both together,About equal o both together,3,I do roughly my fair share,"Less often, rarely",We decide together,Neither agree nor disagree,Strongly agree,Several times a week,Never,Never,Very satisfied,1 child,NA,49,Male,"Marr,liv as mar",5,Employed-full time,48,310,520,"Europe,White/European"
35000651,Brazil (BR),Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,About equal o both together,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",40,I do roughly my fair share,"Less often, rarely",We decide together,Neither agree nor disagree,Neither agree nor disagree,Once or twice a year,Never,Never,Very satisfied,1 child,1 child,29,Male,"Marr,liv as mar",8,Employed-full time,44,400,400,"Europe,White/European"
35000653,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,"Usually my spouse,partner,PL:the man",50,I do roughly my fair share,Never,"Sometimes me,sometimes spouse",Neither agree nor disagree,Agree,Never,Never,Never,Very satisfied,NA,NA,70,Male,"Marr,liv as mar",1,Retired,NA,240,400,"Other,mixed origin,one-non-swedish"
35000658,Brazil (BR),Agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always my spouse,partner,PL:the man",About equal o both together,"Always me,PL:the woman",Done by a third person,"Always me,PL:the woman",12,I do much more than my fair share,Several times a week,"Sometimes me,sometimes spouse",Strongly agree,Agree,Several times a month,Several times a month,Several times a month,Fairly satisfied,2 children,1 child,28,Female,"Marr,liv as mar",6,Employed-full time,40,2400,2500,"Europe,White/European"
35000660,Brazil (BR),Strongly agree,Agree,Agree,Disagree,Disagree,"Always my spouse,partner,PL:the man","Usually me,PL:the woman",Done by a third person,About equal o both together,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,I do much less than my fair share,Several times a year,"Sometimes me,sometimes spouse",Strongly agree,Agree,Never,Several times a month,Several times a month,Very satisfied,3 children,NA,42,Male,"Marr,liv as mar",1,Employed-full time,NA,240,240,"Europe,White/European"
35000662,Brazil (BR),Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",30,I do much more than my fair share,"Less often, rarely","Mostly my spouse,partner",Strongly agree,Strongly agree,Never,Never,Never,Very satisfied,1 child,NA,41,Female,"Marr,liv as mar",4,"Housewife,home duties",NA,NA,400,"Europe,White/European"
